Date,City,Hospital_Count,Bed_Availability,Disease_Cases,Vaccination_Percent
2024-02-08,Mumbai,18,68.8,41,72.4
2024-02-09,Mumbai,18,71.7,38,72.5
2024-02-10,Mumbai,18,64.1,47,72.6
2024-02-11,Mumbai,18,67.3,39,72.6
2024-02-12,Mumbai,18,63.4,42,72.7
2024-02-13,Mumbai,18,69.4,46,72.8
2024-02-14,Mumbai,18,59.2,51,72.8
2024-02-15,Mumbai,18,70.2,36,72.7
2024-02-16,Mumbai,18,64.9,42,72.5
2024-02-17,Mumbai,18,68.6,39,72.4
2024-02-18,Mumbai,18,68.7,37,72.9
2024-02-19,Mumbai,18,66.6,47,72.7
2024-02-20,Mumbai,18,63.4,45,72.5
2024-02-21,Mumbai,18,72.7,40,72.8
2024-02-22,Mumbai,18,68.4,45,72.9
2024-02-23,Mumbai,18,65.9,37,72.8
2024-02-24,Mumbai,18,73.5,37,72.7
2024-02-25,Mumbai,18,64.0,55,72.9
2024-02-26,Mumbai,18,70.4,45,73.0
2024-02-27,Mumbai,18,63.5,35,72.8
2024-02-28,Mumbai,18,64.7,39,72.8
2024-02-29,Mumbai,18,70.6,40,72.9
2024-03-01,Mumbai,18,72.2,38,72.4
2024-03-02,Mumbai,18,67.0,33,72.7
2024-03-03,Mumbai,18,64.4,42,72.8
2024-03-04,Mumbai,18,64.4,39,72.7
2024-03-05,Mumbai,18,67.3,41,73.3
2024-03-06,Mumbai,18,67.2,41,72.8
2024-03-07,Mumbai,18,69.7,48,73.0
2024-03-08,Mumbai,18,69.4,39,72.9
2024-03-09,Mumbai,18,66.2,38,72.8
2024-03-10,Mumbai,18,67.8,37,73.2
2024-03-11,Mumbai,18,69.7,38,73.0
2024-03-12,Mumbai,18,74.7,38,73.0
2024-03-13,Mumbai,18,64.9,51,72.6
2024-03-14,Mumbai,18,72.2,39,72.8
2024-03-15,Mumbai,18,65.4,49,72.7
2024-03-16,Mumbai,18,69.8,37,72.9
2024-03-17,Mumbai,18,68.6,45,72.8
2024-03-18,Mumbai,18,67.5,48,72.9
2024-03-19,Mumbai,18,66.3,45,73.2
2024-03-20,Mumbai,18,71.8,35,72.8
2024-03-21,Mumbai,18,65.3,47,73.0
2024-03-22,Mumbai,18,69.6,36,73.0
2024-03-23,Mumbai,18,69.8,42,73.1
2024-03-24,Mumbai,18,66.4,41,73.3
2024-03-25,Mumbai,18,64.0,42,73.7
2024-03-26,Mumbai,18,66.4,39,73.2
2024-03-27,Mumbai,18,68.0,44,73.3
2024-03-28,Mumbai,18,68.2,38,73.2
2024-03-29,Mumbai,18,69.3,41,73.4
2024-03-30,Mumbai,18,70.0,35,73.4
2024-03-31,Mumbai,18,63.6,43,73.1
2024-04-01,Mumbai,18,67.8,38,73.2
2024-04-02,Mumbai,18,68.9,45,73.3
2024-04-03,Mumbai,18,66.3,44,73.4
2024-04-04,Mumbai,18,69.9,40,73.1
2024-04-05,Mumbai,18,63.4,51,73.5
2024-04-06,Mumbai,18,66.5,41,73.2
2024-04-07,Mumbai,18,67.2,36,73.4
2024-04-08,Mumbai,18,70.1,43,73.3
2024-04-09,Mumbai,18,70.3,40,73.1
2024-04-10,Mumbai,18,68.2,37,73.6
2024-04-11,Mumbai,18,70.3,41,73.1
2024-04-12,Mumbai,18,64.8,40,73.5
2024-04-13,Mumbai,18,71.6,40,73.3
2024-04-14,Mumbai,18,70.0,37,73.3
2024-04-15,Mumbai,18,68.2,43,73.2
2024-04-16,Mumbai,18,66.7,55,73.6
2024-04-17,Mumbai,18,64.8,38,73.0
2024-04-18,Mumbai,18,70.0,44,73.8
2024-04-19,Mumbai,18,71.5,37,73.2
2024-04-20,Mumbai,18,65.7,46,73.2
2024-04-21,Mumbai,18,66.6,47,73.5
2024-04-22,Mumbai,18,64.4,44,73.2
2024-04-23,Mumbai,18,73.9,44,73.5
2024-04-24,Mumbai,18,70.9,49,73.8
2024-04-25,Mumbai,18,70.6,39,73.8
2024-04-26,Mumbai,18,67.6,47,73.8
2024-04-27,Mumbai,18,67.2,42,73.8
2024-04-28,Mumbai,18,62.1,50,74.0
2024-04-29,Mumbai,18,73.9,46,73.7
2024-04-30,Mumbai,18,68.4,44,73.8
2024-05-01,Mumbai,18,68.2,48,73.6
2024-05-02,Mumbai,18,67.0,46,73.6
2024-05-03,Mumbai,18,63.8,39,73.6
2024-05-04,Mumbai,18,69.2,41,73.7
2024-05-05,Mumbai,18,66.4,50,73.6
2024-05-06,Mumbai,18,73.0,31,74.0
2024-05-07,Mumbai,18,64.5,39,73.6
2024-05-08,Mumbai,18,60.1,55,73.5
2024-05-09,Mumbai,18,67.1,41,74.0
2024-05-10,Mumbai,18,67.6,39,73.7
2024-05-11,Mumbai,18,64.5,46,73.7
2024-05-12,Mumbai,18,79.5,35,73.6
2024-05-13,Mumbai,18,63.8,46,74.3
2024-05-14,Mumbai,18,67.8,47,73.5
2024-05-15,Mumbai,18,64.3,48,74.0
2024-05-16,Mumbai,18,69.4,43,73.7
2024-05-17,Mumbai,18,65.2,48,73.6
2024-05-18,Mumbai,18,65.0,36,74.1
2024-05-19,Mumbai,18,64.7,48,73.9
2024-05-20,Mumbai,18,71.6,33,74.0
2024-05-21,Mumbai,18,71.1,36,74.0
2024-05-22,Mumbai,18,58.2,55,74.1
2024-05-23,Mumbai,18,69.0,40,74.2
2024-05-24,Mumbai,18,64.9,49,74.0
2024-05-25,Mumbai,18,66.9,40,73.8
2024-05-26,Mumbai,18,70.3,43,73.6
2024-05-27,Mumbai,18,71.2,45,73.8
2024-05-28,Mumbai,18,66.5,44,73.8
2024-05-29,Mumbai,18,66.7,41,73.8
2024-05-30,Mumbai,18,61.7,41,73.7
2024-05-31,Mumbai,18,69.8,45,74.1
2024-06-01,Mumbai,18,72.3,32,73.9
2024-06-02,Mumbai,18,66.0,38,74.0
2024-06-03,Mumbai,18,65.8,29,74.2
2024-06-04,Mumbai,18,70.1,46,74.1
2024-06-05,Mumbai,18,61.3,57,74.1
2024-06-06,Mumbai,18,63.3,46,74.2
2024-06-07,Mumbai,18,67.4,51,74.1
2024-06-08,Mumbai,18,66.2,45,74.0
2024-06-09,Mumbai,18,69.2,42,74.3
2024-06-10,Mumbai,18,60.7,48,74.0
2024-06-11,Mumbai,18,69.1,46,74.4
2024-06-12,Mumbai,18,68.8,45,74.5
2024-06-13,Mumbai,18,72.9,36,74.0
2024-06-14,Mumbai,18,72.3,39,74.2
2024-06-15,Mumbai,18,72.7,36,74.4
2024-06-16,Mumbai,18,61.5,55,73.8
2024-06-17,Mumbai,18,68.2,47,73.9
2024-06-18,Mumbai,18,63.5,38,74.4
2024-06-19,Mumbai,18,63.5,41,74.4
2024-06-20,Mumbai,18,64.3,46,74.5
2024-06-21,Mumbai,18,64.6,50,74.2
2024-06-22,Mumbai,18,65.4,44,74.3
2024-06-23,Mumbai,18,62.6,53,74.7
2024-06-24,Mumbai,18,65.9,44,74.5
2024-06-25,Mumbai,18,66.1,47,74.6
2024-06-26,Mumbai,18,68.6,37,74.4
2024-06-27,Mumbai,18,62.5,45,74.7
2024-06-28,Mumbai,18,70.2,39,74.1
2024-06-29,Mumbai,18,66.3,42,74.5
2024-06-30,Mumbai,18,66.7,49,74.9
2024-07-01,Mumbai,18,66.7,57,74.5
2024-07-02,Mumbai,18,72.5,44,74.6
2024-07-03,Mumbai,18,63.0,51,74.8
2024-07-04,Mumbai,18,67.0,47,74.8
2024-07-05,Mumbai,18,64.7,45,75.0
2024-07-06,Mumbai,18,64.5,42,74.4
2024-07-07,Mumbai,18,69.7,39,74.4
2024-07-08,Mumbai,18,65.4,44,74.6
2024-07-09,Mumbai,18,58.8,49,74.7
2024-07-10,Mumbai,18,68.3,45,74.7
2024-07-11,Mumbai,18,61.0,44,74.6
2024-07-12,Mumbai,18,72.3,35,74.6
2024-07-13,Mumbai,18,73.0,38,74.9
2024-07-14,Mumbai,18,65.3,51,74.6
2024-07-15,Mumbai,18,72.1,38,74.7
2024-07-16,Mumbai,18,70.3,44,74.8
2024-07-17,Mumbai,18,67.3,46,75.0
2024-07-18,Mumbai,18,64.4,46,74.6
2024-07-19,Mumbai,18,72.8,40,74.6
2024-07-20,Mumbai,18,64.3,37,75.0
2024-07-21,Mumbai,18,67.2,36,74.7
2024-07-22,Mumbai,18,64.2,51,74.8
2024-07-23,Mumbai,18,66.2,53,75.0
2024-07-24,Mumbai,18,68.0,36,75.0
2024-07-25,Mumbai,18,67.6,43,74.9
2024-07-26,Mumbai,18,72.3,55,74.1
2024-07-27,Mumbai,18,68.0,40,75.0
2024-07-28,Mumbai,18,63.2,59,75.0
2024-07-29,Mumbai,18,66.6,46,75.1
2024-07-30,Mumbai,18,68.2,49,75.0
2024-07-31,Mumbai,18,70.6,46,75.3
2024-08-01,Mumbai,18,70.8,34,75.1
2024-08-02,Mumbai,18,71.8,40,74.7
2024-08-03,Mumbai,18,66.6,41,74.7
2024-08-04,Mumbai,18,63.9,38,74.9
2024-08-05,Mumbai,18,68.6,36,74.8
2024-08-06,Mumbai,18,63.7,60,75.3
2024-08-07,Mumbai,18,75.8,40,74.8
2024-08-08,Mumbai,18,68.6,44,74.9
2024-08-09,Mumbai,18,66.5,48,75.1
2024-08-10,Mumbai,18,64.7,47,75.0
2024-08-11,Mumbai,18,68.5,41,75.1
2024-08-12,Mumbai,18,66.8,42,75.2
2024-08-13,Mumbai,18,65.0,41,75.1
2024-08-14,Mumbai,18,62.2,53,75.1
2024-08-15,Mumbai,18,66.1,46,75.2
2024-08-16,Mumbai,18,70.6,39,75.1
2024-08-17,Mumbai,18,66.5,37,75.2
2024-08-18,Mumbai,18,68.4,52,75.0
2024-08-19,Mumbai,18,73.5,38,75.3
2024-08-20,Mumbai,18,63.9,49,75.1
2024-08-21,Mumbai,18,64.5,46,75.0
2024-08-22,Mumbai,18,68.6,43,75.2
2024-08-23,Mumbai,18,67.3,38,75.5
2024-08-24,Mumbai,18,69.5,40,75.1
2024-08-25,Mumbai,18,65.0,53,75.2
2024-08-26,Mumbai,18,67.3,53,75.8
2024-08-27,Mumbai,18,69.3,39,75.2
2024-08-28,Mumbai,18,59.2,41,75.5
2024-08-29,Mumbai,18,64.6,52,74.8
2024-08-30,Mumbai,18,68.8,36,75.2
2024-08-31,Mumbai,18,65.6,42,75.3
2024-09-01,Mumbai,18,67.5,37,75.3
2024-09-02,Mumbai,18,63.7,42,75.6
2024-09-03,Mumbai,18,70.6,39,75.5
2024-09-04,Mumbai,18,66.9,40,75.6
2024-09-05,Mumbai,18,65.4,54,75.2
2024-09-06,Mumbai,18,59.6,50,75.4
2024-09-07,Mumbai,18,67.5,40,75.4
2024-09-08,Mumbai,18,66.5,39,75.5
2024-09-09,Mumbai,18,66.9,51,75.7
2024-09-10,Mumbai,18,64.7,37,75.5
2024-09-11,Mumbai,18,72.8,45,75.6
2024-09-12,Mumbai,18,68.0,41,75.1
2024-09-13,Mumbai,18,70.4,43,75.6
2024-09-14,Mumbai,18,64.3,58,75.9
2024-09-15,Mumbai,18,69.0,39,75.3
2024-09-16,Mumbai,18,65.9,35,75.4
2024-09-17,Mumbai,18,67.4,45,75.5
2024-09-18,Mumbai,18,66.0,54,75.7
2024-09-19,Mumbai,18,66.3,51,75.1
2024-09-20,Mumbai,18,66.7,41,75.5
2024-09-21,Mumbai,18,63.1,43,75.7
2024-09-22,Mumbai,18,73.0,42,75.9
2024-09-23,Mumbai,18,68.2,40,75.9
2024-09-24,Mumbai,18,65.3,43,75.6
2024-09-25,Mumbai,18,74.8,36,75.6
2024-09-26,Mumbai,18,69.5,34,75.5
2024-09-27,Mumbai,18,67.3,40,75.7
2024-09-28,Mumbai,18,66.4,39,75.8
2024-09-29,Mumbai,18,70.6,37,75.9
2024-09-30,Mumbai,18,70.6,40,75.7
2024-10-01,Mumbai,18,70.2,50,75.9
2024-10-02,Mumbai,18,70.9,45,75.9
2024-10-03,Mumbai,18,60.8,44,75.8
2024-10-04,Mumbai,18,67.9,39,75.8
2024-10-05,Mumbai,18,66.4,40,75.6
2024-10-06,Mumbai,18,65.6,38,75.9
2024-10-07,Mumbai,18,71.2,42,75.5
2024-10-08,Mumbai,18,63.2,42,75.8
2024-10-09,Mumbai,18,63.7,59,75.5
2024-10-10,Mumbai,18,63.8,35,75.9
2024-10-11,Mumbai,18,68.6,48,75.8
2024-10-12,Mumbai,18,69.1,33,75.6
2024-10-13,Mumbai,18,67.3,41,75.7
2024-10-14,Mumbai,18,64.6,44,76.0
2024-10-15,Mumbai,18,65.0,40,75.9
2024-10-16,Mumbai,18,66.0,40,75.6
2024-10-17,Mumbai,18,72.1,35,76.3
2024-10-18,Mumbai,18,70.7,32,75.8
2024-10-19,Mumbai,18,65.7,48,76.0
2024-10-20,Mumbai,18,71.0,42,75.9
2024-10-21,Mumbai,18,67.9,39,75.9
2024-10-22,Mumbai,18,67.7,49,75.7
2024-10-23,Mumbai,18,64.3,37,76.0
2024-10-24,Mumbai,18,67.3,38,76.0
2024-10-25,Mumbai,18,68.9,42,75.9
2024-10-26,Mumbai,18,69.2,41,76.1
2024-10-27,Mumbai,18,65.5,38,76.0
2024-10-28,Mumbai,18,71.5,44,76.1
2024-10-29,Mumbai,18,68.7,46,76.4
2024-10-30,Mumbai,18,69.1,42,76.4
2024-10-31,Mumbai,18,71.7,34,76.2
2024-11-01,Mumbai,18,64.8,41,76.2
2024-11-02,Mumbai,18,63.4,46,76.4
2024-11-03,Mumbai,18,74.1,41,76.2
2024-11-04,Mumbai,18,67.3,43,76.4
2024-11-05,Mumbai,18,64.5,37,76.4
2024-11-06,Mumbai,18,64.4,44,76.2
2024-11-07,Mumbai,18,64.9,41,75.8
2024-11-08,Mumbai,18,68.7,36,76.2
2024-11-09,Mumbai,18,68.6,45,76.2
2024-11-10,Mumbai,18,69.3,40,76.4
2024-11-11,Mumbai,18,63.0,48,76.1
2024-11-12,Mumbai,18,69.8,35,76.4
2024-11-13,Mumbai,18,65.2,40,76.3
2024-11-14,Mumbai,18,70.0,36,76.7
2024-11-15,Mumbai,18,67.1,45,76.4
2024-11-16,Mumbai,18,73.4,34,76.0
2024-11-17,Mumbai,18,64.6,45,75.9
2024-11-18,Mumbai,18,69.9,36,76.6
2024-11-19,Mumbai,18,70.8,44,76.4
2024-11-20,Mumbai,18,68.0,43,76.2
2024-11-21,Mumbai,18,67.8,36,76.3
2024-11-22,Mumbai,18,63.1,44,76.5
2024-11-23,Mumbai,18,63.3,37,76.6
2024-11-24,Mumbai,18,68.1,40,76.6
2024-11-25,Mumbai,18,67.8,41,76.6
2024-11-26,Mumbai,18,70.2,38,76.6
2024-11-27,Mumbai,18,61.5,45,76.4
2024-11-28,Mumbai,18,67.8,40,76.4
2024-11-29,Mumbai,18,65.7,39,76.8
2024-11-30,Mumbai,18,67.1,45,76.6
2024-12-01,Mumbai,18,66.6,41,76.5
2024-12-02,Mumbai,18,68.6,43,76.6
2024-12-03,Mumbai,18,71.7,43,76.7
2024-12-04,Mumbai,18,70.1,41,76.6
2024-12-05,Mumbai,18,62.5,44,76.8
2024-12-06,Mumbai,18,66.7,36,76.8
2024-12-07,Mumbai,18,67.7,46,76.8
2024-12-08,Mumbai,18,67.2,35,76.7
2024-12-09,Mumbai,18,72.1,44,76.9
2024-12-10,Mumbai,18,72.6,45,76.9
2024-12-11,Mumbai,18,69.8,39,76.7
2024-12-12,Mumbai,18,72.9,44,76.6
2024-12-13,Mumbai,18,64.3,42,76.7
2024-12-14,Mumbai,18,68.1,42,76.6
2024-12-15,Mumbai,18,67.8,43,77.0
2024-12-16,Mumbai,18,69.8,38,76.7
2024-12-17,Mumbai,18,65.3,43,76.6
2024-12-18,Mumbai,18,65.6,52,76.5
2024-12-19,Mumbai,18,68.3,38,77.0
2024-12-20,Mumbai,18,68.6,40,76.7
2024-12-21,Mumbai,18,70.2,41,76.9
2024-12-22,Mumbai,18,66.9,47,76.7
2024-12-23,Mumbai,18,71.0,38,76.7
2024-12-24,Mumbai,18,70.2,42,76.7
2024-12-25,Mumbai,18,68.9,36,77.1
2024-12-26,Mumbai,18,67.7,34,76.8
2024-12-27,Mumbai,18,67.0,36,76.9
2024-12-28,Mumbai,18,66.7,46,77.4
2024-12-29,Mumbai,18,67.3,42,77.3
2024-12-30,Mumbai,18,64.6,38,76.8
2024-12-31,Mumbai,18,65.0,41,77.1
2025-01-01,Mumbai,18,64.9,40,77.0
2025-01-02,Mumbai,18,69.4,39,76.8
2025-01-03,Mumbai,18,70.9,41,76.6
2025-01-04,Mumbai,18,71.7,38,76.8
2025-01-05,Mumbai,18,72.3,44,77.2
2025-01-06,Mumbai,18,65.5,45,77.0
2025-01-07,Mumbai,18,68.3,43,77.1
2025-01-08,Mumbai,18,69.3,43,77.3
2025-01-09,Mumbai,18,66.1,40,77.3
2025-01-10,Mumbai,18,65.4,42,77.3
2025-01-11,Mumbai,18,66.6,37,77.2
2025-01-12,Mumbai,18,67.7,37,77.1
2025-01-13,Mumbai,18,67.7,45,77.3
2025-01-14,Mumbai,18,68.7,39,77.1
2025-01-15,Mumbai,18,63.3,50,77.0
2025-01-16,Mumbai,18,69.4,40,77.0
2025-01-17,Mumbai,18,68.4,41,77.5
2025-01-18,Mumbai,18,71.0,41,77.6
2025-01-19,Mumbai,18,68.7,40,77.3
2025-01-20,Mumbai,18,70.1,36,77.2
2025-01-21,Mumbai,18,69.6,37,77.1
2025-01-22,Mumbai,18,64.5,39,77.3
2025-01-23,Mumbai,18,67.7,46,77.4
2025-01-24,Mumbai,18,68.3,43,77.2
2025-01-25,Mumbai,18,69.8,35,77.5
2025-01-26,Mumbai,18,66.1,42,77.1
2025-01-27,Mumbai,18,70.3,45,77.7
2025-01-28,Mumbai,18,68.6,45,77.2
2025-01-29,Mumbai,18,78.1,34,77.2
2025-01-30,Mumbai,18,64.0,52,77.7
2025-01-31,Mumbai,18,76.0,36,77.2
2025-02-01,Mumbai,18,69.1,35,77.4
2025-02-02,Mumbai,18,69.7,37,77.4
2025-02-03,Mumbai,18,68.6,48,77.6
2025-02-04,Mumbai,18,69.3,44,77.7
2025-02-05,Mumbai,18,64.7,38,77.6
2025-02-06,Mumbai,18,67.2,44,77.3
2025-02-07,Mumbai,18,69.8,40,77.4
2025-02-08,Mumbai,18,61.3,44,77.5
2025-02-09,Mumbai,18,67.3,36,77.5
2025-02-10,Mumbai,18,66.1,39,77.6
2025-02-11,Mumbai,18,67.6,46,77.6
2025-02-12,Mumbai,18,66.5,39,77.7
2025-02-13,Mumbai,18,71.7,42,77.5
2025-02-14,Mumbai,18,64.1,42,77.7
2025-02-15,Mumbai,18,69.5,41,77.8
2025-02-16,Mumbai,18,69.5,38,78.0
2025-02-17,Mumbai,18,68.1,38,77.3
2025-02-18,Mumbai,18,67.3,48,77.7
2025-02-19,Mumbai,18,64.7,40,77.5
2025-02-20,Mumbai,18,65.2,42,78.0
2025-02-21,Mumbai,18,63.3,39,78.0
2025-02-22,Mumbai,18,67.0,44,77.8
2025-02-23,Mumbai,18,65.8,40,77.7
2025-02-24,Mumbai,18,60.7,47,78.0
2025-02-25,Mumbai,18,68.0,41,78.1
2025-02-26,Mumbai,18,67.7,38,78.2
2025-02-27,Mumbai,18,65.6,41,78.0
2025-02-28,Mumbai,18,72.3,33,77.7
2025-03-01,Mumbai,18,67.5,39,77.5
2025-03-02,Mumbai,18,64.2,42,78.0
2025-03-03,Mumbai,18,69.5,43,78.0
2025-03-04,Mumbai,18,70.2,41,77.7
2025-03-05,Mumbai,18,69.6,43,77.9
2025-03-06,Mumbai,18,64.1,42,78.1
2025-03-07,Mumbai,18,64.0,43,78.1
2025-03-08,Mumbai,18,70.6,37,77.9
2025-03-09,Mumbai,18,71.3,37,77.9
2025-03-10,Mumbai,18,68.0,37,78.0
2025-03-11,Mumbai,18,67.7,50,78.0
2025-03-12,Mumbai,18,66.6,48,77.6
2025-03-13,Mumbai,18,64.8,44,78.1
2025-03-14,Mumbai,18,72.3,34,78.0
2025-03-15,Mumbai,18,66.2,41,78.3
2025-03-16,Mumbai,18,67.7,40,78.1
2025-03-17,Mumbai,18,65.0,40,77.9
2025-03-18,Mumbai,18,69.4,39,78.2
2025-03-19,Mumbai,18,69.8,38,78.2
2025-03-20,Mumbai,18,64.9,42,78.5
2025-03-21,Mumbai,18,73.7,37,77.9
2025-03-22,Mumbai,18,68.2,44,78.2
2025-03-23,Mumbai,18,68.0,48,78.0
2025-03-24,Mumbai,18,63.7,55,78.0
2025-03-25,Mumbai,18,68.7,39,77.7
2025-03-26,Mumbai,18,74.2,38,78.1
2025-03-27,Mumbai,18,67.1,41,78.3
2025-03-28,Mumbai,18,67.5,45,78.5
2025-03-29,Mumbai,18,64.7,50,78.2
2025-03-30,Mumbai,18,63.3,42,78.2
2025-03-31,Mumbai,18,66.9,44,78.4
2025-04-01,Mumbai,18,68.2,45,78.1
2025-04-02,Mumbai,18,67.0,37,78.2
2025-04-03,Mumbai,18,63.9,45,78.2
2025-04-04,Mumbai,18,63.7,45,77.8
2025-04-05,Mumbai,18,72.5,39,78.4
2025-04-06,Mumbai,18,63.3,51,78.5
2025-04-07,Mumbai,18,67.2,39,78.2
2025-04-08,Mumbai,18,72.1,41,78.4
2025-04-09,Mumbai,18,66.5,35,78.3
2025-04-10,Mumbai,18,58.6,46,78.8
2025-04-11,Mumbai,18,68.5,41,78.2
2025-04-12,Mumbai,18,65.4,48,78.6
2025-04-13,Mumbai,18,65.4,41,78.2
2025-04-14,Mumbai,18,65.5,40,78.4
2025-04-15,Mumbai,18,65.7,46,78.3
2025-04-16,Mumbai,18,65.2,42,78.7
2025-04-17,Mumbai,18,67.3,42,78.4
2025-04-18,Mumbai,18,67.2,37,78.5
2025-04-19,Mumbai,18,63.9,56,78.7
2025-04-20,Mumbai,18,66.5,44,78.1
2025-04-21,Mumbai,18,67.5,52,78.5
2025-04-22,Mumbai,18,64.4,45,78.2
2025-04-23,Mumbai,18,63.3,51,78.7
2025-04-24,Mumbai,18,67.5,39,78.9
2025-04-25,Mumbai,18,67.1,44,78.5
2025-04-26,Mumbai,18,69.7,37,78.7
2025-04-27,Mumbai,18,69.3,37,78.4
2025-04-28,Mumbai,18,67.1,38,78.8
2025-04-29,Mumbai,18,67.8,36,78.5
2025-04-30,Mumbai,18,66.9,42,78.6
2025-05-01,Mumbai,18,69.0,39,78.5
2025-05-02,Mumbai,18,64.1,44,78.3
2025-05-03,Mumbai,18,71.3,40,78.6
2025-05-04,Mumbai,18,68.2,40,79.1
2025-05-05,Mumbai,18,71.1,35,78.4
2025-05-06,Mumbai,18,64.2,39,78.6
2025-05-07,Mumbai,18,62.5,33,78.7
2025-05-08,Mumbai,18,64.7,39,79.0
2025-05-09,Mumbai,18,72.6,28,79.3
2025-05-10,Mumbai,18,68.6,40,78.9
2025-05-11,Mumbai,18,65.0,43,78.6
2025-05-12,Mumbai,18,66.1,41,78.7
2025-05-13,Mumbai,18,64.1,45,79.1
2025-05-14,Mumbai,18,61.7,48,78.6
2025-05-15,Mumbai,18,67.2,46,79.0
2025-05-16,Mumbai,18,64.8,49,78.8
2025-05-17,Mumbai,18,73.0,41,78.6
2025-05-18,Mumbai,18,65.4,42,78.6
2025-05-19,Mumbai,18,72.8,38,78.8
2025-05-20,Mumbai,18,69.9,41,78.8
2025-05-21,Mumbai,18,66.0,40,78.9
2025-05-22,Mumbai,18,70.1,45,79.1
2025-05-23,Mumbai,18,68.5,52,79.1
2025-05-24,Mumbai,18,62.4,50,78.8
2025-05-25,Mumbai,18,68.7,45,78.9
2025-05-26,Mumbai,18,66.6,45,78.9
2025-05-27,Mumbai,18,70.1,38,79.0
2025-05-28,Mumbai,18,66.3,41,79.1
2025-05-29,Mumbai,18,74.1,39,79.7
2025-05-30,Mumbai,18,68.0,48,78.9
2025-05-31,Mumbai,18,67.3,47,78.9
2025-06-01,Mumbai,18,68.1,46,79.1
2025-06-02,Mumbai,18,68.5,35,79.1
2025-06-03,Mumbai,18,72.8,34,79.1
2025-06-04,Mumbai,18,71.0,38,79.3
2025-06-05,Mumbai,18,63.7,40,79.3
2025-06-06,Mumbai,18,65.4,49,79.1
2025-06-07,Mumbai,18,68.0,49,78.9
2025-06-08,Mumbai,18,62.4,50,79.0
2025-06-09,Mumbai,18,69.1,41,79.1
2025-06-10,Mumbai,18,69.3,51,79.0
2025-06-11,Mumbai,18,67.4,45,78.7
2025-06-12,Mumbai,18,65.8,55,79.4
2025-06-13,Mumbai,18,64.3,60,79.4
2025-06-14,Mumbai,18,76.0,33,79.1
2025-06-15,Mumbai,18,68.0,45,79.0
2025-06-16,Mumbai,18,68.8,40,79.5
2025-06-17,Mumbai,18,68.0,37,79.0
2025-06-18,Mumbai,18,64.9,39,78.9
2025-06-19,Mumbai,18,69.0,33,79.1
2025-06-20,Mumbai,18,66.2,41,79.2
2025-06-21,Mumbai,18,69.4,39,79.5
2025-06-22,Mumbai,18,70.1,39,79.3
2025-06-23,Mumbai,18,63.8,48,79.7
2025-06-24,Mumbai,18,65.4,49,79.4
2025-06-25,Mumbai,18,68.9,43,79.7
2025-06-26,Mumbai,18,67.3,44,79.3
2025-06-27,Mumbai,18,68.4,46,79.5
2025-06-28,Mumbai,18,61.2,48,79.6
2025-06-29,Mumbai,18,65.8,57,79.6
2025-06-30,Mumbai,18,65.8,51,79.8
2025-07-01,Mumbai,18,66.7,49,79.4
2025-07-02,Mumbai,18,67.4,49,79.3
2025-07-03,Mumbai,18,69.3,45,79.6
2025-07-04,Mumbai,18,70.2,42,79.3
2025-07-05,Mumbai,18,66.1,46,79.6
2025-07-06,Mumbai,18,64.4,45,79.3
2025-07-07,Mumbai,18,69.8,44,79.6
2025-07-08,Mumbai,18,67.0,35,79.5
2025-07-09,Mumbai,18,62.8,48,79.6
